feature,special_case_type,special_case_reason,recommended_next_action,validation_stage,drop_now
bureau_active_overdue_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_overdue_days_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_overdue_days_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_overdue_days_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_credit_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_credit_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_credit_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_debt_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_debt_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_debt_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_limit_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_limit_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_limit_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_annuity_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_annuity_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_annuity_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_overdue_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_overdue_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_overdue_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_overdue_days_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_overdue_days_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_closed_overdue_days_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_credit_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_credit_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_credit_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_debt_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_debt_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_debt_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_limit_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_limit_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_limit_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_annuity_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_annuity_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_annuity_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_overdue_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_overdue_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_overdue_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_overdue_days_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_overdue_days_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_overdue_days_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_credit_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_credit_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_credit_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_debt_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_debt_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_debt_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_limit_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_limit_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_limit_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_annuity_amount_sum,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_annuity_amount_mean,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_annuity_amount_max,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
