feature,feature_category,model_feature_role,universal_role,universal_dtype_train,universal_dtype_test,universal_missing_pct_train,universal_missing_pct_test,universal_missing_gap_pct,universal_n_unique_train,universal_n_unique_test,universal_basic_review_flag,universal_basic_review_reason,numeric_numeric_family,numeric_missing_band,numeric_skew_band,numeric_zero_band,numeric_outlier_band,numeric_section_review_flag,numeric_section_review_reason,binary_categorical_family,binary_missing_pct_train,binary_n_unique_train,binary_zero_pct_train,binary_one_pct_train,binary_one_pct_gap,binary_constant_train,binary_constant_test,cat_binary_categorical_family,cat_binary_missing_pct_train,cat_binary_n_unique_train,cat_binary_top_category_train,cat_binary_top_category_pct_train,cat_binary_minority_category_pct_train,cat_binary_test_only_category_count,nominal_categorical_family,nominal_missing_pct_train,nominal_n_unique_train,nominal_top_category_pct_train,nominal_rare_lt_1_mass_pct,nominal_category_overlap_pct,nominal_jensen_shannon_distance,ordinal_categorical_family,ordinal_missing_pct_train,ordinal_n_unique_train,ordinal_all_levels_numeric_like,ordinal_top_level_pct_train,ordinal_level_overlap_pct,ordinal_jensen_shannon_distance,special_case_type,special_case_reason,special_next_action,special_validation_stage,univariate_status,drop_now,next_stage
FLOORSMIN_MEDI,property_normalized_numeric,candidate_predictor,feature,float32,float32,67.84862980511267,66.60512063023141,1.243509174881254,47,44.0,False,,continuous,very_high,moderate,low,low,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
FLOORSMIN_MODE,property_normalized_numeric,candidate_predictor,feature,float32,float32,67.84862980511267,66.60512063023141,1.243509174881254,25,25.0,False,,continuous,very_high,moderate,low,low,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
FONDKAPREMONT_MODE,categorical_nominal,candidate_predictor,feature,category,category,68.38617155158677,67.28417856556705,1.1019929860197237,4,4.0,False,,,,,,,,,,,,,,,,,,,,,,,,nominal,68.38617155158677,4.0,75.94428900592494,0.0,100.0,0.0019426535215221331,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
HOUR_APPR_PROCESS_START,cyclical_time,candidate_predictor,feature,int8,int8,0.0,0.0,0.0,24,24.0,False,,cyclical_time,none,low,low,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyclical_or_calendar_time,,cyclical_or_calendar_encoding_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
HOUSETYPE_MODE,categorical_nominal,candidate_predictor,feature,category,category,50.176091261776,48.45519448547513,1.7208967763008687,3,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,nominal,50.176091261776,3.0,98.230579450964,1.7694205490359889,100.0,0.0024303474839753917,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
LANDAREA_AVG,property_normalized_numeric,candidate_predictor,feature,float32,float32,59.376737742714894,57.96405711472181,1.4126806279930832,3527,2540.0,False,,continuous,very_high,very_high,low,high,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
LANDAREA_MEDI,property_normalized_numeric,candidate_predictor,feature,float32,float32,59.376737742714894,57.96405711472181,1.4126806279930832,3560,2562.0,False,,continuous,very_high,very_high,low,high,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
LANDAREA_MODE,property_normalized_numeric,candidate_predictor,feature,float32,float32,59.376737742714894,57.96405711472181,1.4126806279930832,3563,2560.0,False,,continuous,very_high,very_high,low,high,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
LIVE_CITY_NOT_WORK_CITY,binary_flag,candidate_predictor,feature,int8,int8,0.0,0.0,0.0,2,2.0,False,,,,,,,,,binary_flag,0.0,2.0,82.04454474799276,17.955455252007248,0.5338238717348034,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
LIVE_REGION_NOT_WORK_REGION,binary_flag,candidate_predictor,feature,int8,int8,0.0,0.0,0.0,2,2.0,False,,,,,,,,,binary_flag,0.0,2.0,95.93412918562262,4.065870814377372,0.13772347415044717,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
LIVINGAPARTMENTS_AVG,property_normalized_numeric,candidate_predictor,feature,float32,float32,68.35495315614726,67.24930247825374,1.1056506778935216,1868,1211.0,False,,continuous,very_high,very_high,low,high,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
LIVINGAPARTMENTS_MEDI,property_normalized_numeric,candidate_predictor,feature,float32,float32,68.35495315614726,67.24930247825374,1.1056506778935216,1097,843.0,False,,continuous,very_high,very_high,low,high,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
LIVINGAPARTMENTS_MODE,property_normalized_numeric,candidate_predictor,feature,float32,float32,68.35495315614726,67.24930247825374,1.1056506778935216,736,602.0,False,,continuous,very_high,very_high,low,high,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
LIVINGAREA_AVG,property_normalized_numeric,candidate_predictor,feature,float32,float32,50.193326417591564,48.317741670769735,1.8755847468218292,5199,3848.0,False,,continuous,very_high,very_high,low,high,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
LIVINGAREA_MEDI,property_normalized_numeric,candidate_predictor,feature,float32,float32,50.193326417591564,48.317741670769735,1.8755847468218292,5281,3885.0,False,,continuous,very_high,very_high,low,high,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
LIVINGAREA_MODE,property_normalized_numeric,candidate_predictor,feature,float32,float32,50.193326417591564,48.317741670769735,1.8755847468218292,5301,3842.0,False,,continuous,very_high,very_high,low,high,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
NAME_CONTRACT_TYPE,categorical_binary,candidate_predictor,feature,category,category,0.0,0.0,0.0,2,2.0,False,,,,,,,,,,,,,,,,,categorical_binary,0.0,2.0,Cash loans,90.47871458256778,9.521285417432223,0.0,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
NAME_EDUCATION_TYPE,categorical_ordinal,candidate_predictor,feature,category,category,0.0,0.0,0.0,5,5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordinal,0.0,5.0,False,71.01892290031901,100.0,0.015159889598804875,,,,,standard_univariate_profile,no,relationship_analysis
NAME_FAMILY_STATUS,categorical_nominal,candidate_predictor,feature,category,category,0.0,0.0,0.0,6,5.0,False,,,,,,,,,,,,,,,,,,,,,,,,nominal,0.0,6.0,63.87804013514964,0.0006503832383231819,83.33333333333334,0.01978030333220353,,,,,,,,sentinel_or_special_label | special_categorical_label,placeholder_or_special_value_candidate | unknown_or_special_category_candidate,handle_as_special_value_candidate_later | unknown_safe_or_special_label_encoding_candidate_later,feature_engineering,special_case_review,no,relationship_analysis
NAME_HOUSING_TYPE,categorical_nominal,candidate_predictor,feature,category,category,0.0,0.0,0.0,6,6.0,False,,,,,,,,,,,,,,,,,,,,,,,,nominal,0.0,6.0,88.73438673738501,1.2158914640451886,100.0,0.011136733598874148,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
NAME_INCOME_TYPE,categorical_nominal,candidate_predictor,feature,category,category,0.0,0.0,0.0,8,7.0,False,,,,,,,,,,,,,,,,,,,,,,,,nominal,0.0,8.0,51.63197414076245,0.017885539053887504,87.5,0.011542512460043928,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
NAME_TYPE_SUITE,categorical_nominal,candidate_predictor,feature,category,category,0.42014757195677555,1.8689479730838665,1.448800401127091,7,7.0,False,,,,,,,,,,,,,,,,,,,,,,,,nominal,0.42014757195677555,7.0,81.15956227405876,0.9493205842877157,100.0,0.020448340992759367,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
NONLIVINGAPARTMENTS_AVG,property_normalized_numeric,candidate_predictor,feature,float32,float32,69.43296337366793,68.41252256688003,1.020440806787903,386,241.0,False,,continuous,very_high,extreme,high,very_high,True,high_missing; extreme_skew; high_outlier_burden;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
NONLIVINGAPARTMENTS_MEDI,property_normalized_numeric,candidate_predictor,feature,float32,float32,69.43296337366793,68.41252256688003,1.020440806787903,214,134.0,False,,continuous,very_high,extreme,high,very_high,True,high_missing; extreme_skew; high_outlier_burden;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
NONLIVINGAPARTMENTS_MODE,property_normalized_numeric,candidate_predictor,feature,float32,float32,69.43296337366793,68.41252256688003,1.020440806787903,167,106.0,False,,continuous,very_high,extreme,high,very_high,True,high_missing; extreme_skew; high_outlier_burden;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
NONLIVINGAREA_AVG,property_normalized_numeric,candidate_predictor,feature,float32,float32,55.17916432257708,53.512227145905136,1.6669371766719436,3290,2026.0,False,,continuous,very_high,extreme,moderate,high,True,high_missing; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
NONLIVINGAREA_MEDI,property_normalized_numeric,candidate_predictor,feature,float32,float32,55.17916432257708,53.512227145905136,1.6669371766719436,3323,2030.0,False,,continuous,very_high,extreme,moderate,high,True,high_missing; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
NONLIVINGAREA_MODE,property_normalized_numeric,candidate_predictor,feature,float32,float32,55.17916432257708,53.512227145905136,1.6669371766719436,3327,2025.0,False,,continuous,very_high,extreme,moderate,high,True,high_missing; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
OBS_30_CNT_SOCIAL_CIRCLE,discrete_count_numeric,candidate_predictor,feature,float32,float32,0.3320206431639844,0.05949450188741178,0.2725261412765726,33,28.0,False,,discrete_count,low,extreme,high,high,True,extreme_count_tail;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
OBS_60_CNT_SOCIAL_CIRCLE,discrete_count_numeric,candidate_predictor,feature,float32,float32,0.3320206431639844,0.05949450188741178,0.2725261412765726,33,27.0,False,,discrete_count,low,extreme,high,high,True,extreme_count_tail;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
OCCUPATION_TYPE,categorical_nominal,candidate_predictor,feature,category,category,31.345545362604916,32.014196619071065,0.6686512564661484,18,18.0,False,,,,,,,,,,,,,,,,,,,,,,,,nominal,31.345545362604916,18.0,26.13963622584312,3.1195528609321714,100.0,0.017940906479313443,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
ORGANIZATION_TYPE,categorical_nominal,candidate_predictor,feature,category,category,0.0,0.0,0.0,58,58.0,False,,,,,,,,,,,,,,,,,,,,,,,,nominal,0.0,58.0,22.110428570034895,13.595611213907794,100.0,0.02628939568319572,,,,,,,,sentinel_or_special_label | special_categorical_label,placeholder_or_special_value_candidate | unknown_or_special_category_candidate,handle_as_special_value_candidate_later | unknown_safe_or_special_label_encoding_candidate_later,feature_engineering,special_case_review,no,relationship_analysis
OWN_CAR_AGE,date_duration_numeric,candidate_predictor,feature,float32,float32,65.9908100848425,66.28918430986378,0.2983742250212913,62,52.0,False,,date_duration,very_high,very_high,low,moderate,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
REGION_POPULATION_RELATIVE,ratio_rate_numeric,candidate_predictor,feature,float32,float32,0.0,0.0,0.0,81,81.0,False,,ratio_rate,none,high,none,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
REGION_RATING_CLIENT,categorical_ordinal,candidate_predictor,feature,int8,int8,0.0,0.0,0.0,3,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordinal,0.0,3.0,True,73.81329448377456,100.0,0.01530911194344944,,,,,standard_univariate_profile,no,relationship_analysis
REGION_RATING_CLIENT_W_CITY,categorical_ordinal,candidate_predictor,feature,int8,int8,0.0,0.0,0.0,3,4.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordinal,0.0,3.0,True,74.62627353167855,75.0,0.017247132207580163,sentinel_or_special_label | special_categorical_label,placeholder_or_special_value_candidate | unknown_or_special_category_candidate,handle_as_special_value_candidate_later | unknown_safe_or_special_label_encoding_candidate_later,feature_engineering,special_case_review,no,relationship_analysis
REG_CITY_NOT_LIVE_CITY,binary_flag,candidate_predictor,feature,int8,int8,0.0,0.0,0.0,2,2.0,False,,,,,,,,,binary_flag,0.0,2.0,92.18271866697452,7.817281333025486,0.0706868803749039,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
REG_CITY_NOT_WORK_CITY,binary_flag,candidate_predictor,feature,int8,int8,0.0,0.0,0.0,2,2.0,False,,,,,,,,,binary_flag,0.0,2.0,76.95464552487553,23.045354475124466,0.5789996417090713,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
REG_REGION_NOT_LIVE_REGION,binary_flag,candidate_predictor,feature,int8,int8,0.0,0.0,0.0,2,2.0,False,,,,,,,,,binary_flag,0.0,2.0,98.48558262956448,1.514417370435529,0.36889134448323,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
REG_REGION_NOT_WORK_REGION,binary_flag,candidate_predictor,feature,int8,int8,0.0,0.0,0.0,2,2.0,False,,,,,,,,,binary_flag,0.0,2.0,94.92310844164923,5.076891558350758,0.4396848407958034,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
SK_ID_CURR,id,identifier,id,int64,int64,0.0,0.0,0.0,307511,48744.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,technical_identifier,"unique row identifier, not a model predictor",exclude_from_model_input,feature_engineering,technical_role,exclude_from_model_input,not_applicable_as_predictor
TARGET,target,target,target,int8,not_present,0.0,,,2,,True,dtype_mismatch;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,target_column,"supervised learning label, not an input feature",use_only_for_target_analysis,bivariate_and_modeling,technical_role,exclude_from_model_input,not_applicable_as_predictor
TOTALAREA_MODE,property_normalized_numeric,candidate_predictor,feature,float32,float32,48.26851722377411,46.41391761037256,1.8545996134015539,5116,3820.0,False,,continuous,high,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
WALLSMATERIAL_MODE,categorical_nominal,candidate_predictor,feature,category,category,50.8407829313423,49.017314951583785,1.8234679797585116,7,7.0,False,,,,,,,,,,,,,,,,,,,,,,,,nominal,50.8407829313423,7.0,43.685916517827614,0.0,100.0,0.01377948902603441,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
WEEKDAY_APPR_PROCESS_START,cyclical_time,candidate_predictor,feature,category,category,0.0,0.0,0.0,7,7.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyclical_or_calendar_time,,cyclical_or_calendar_encoding_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
YEARS_BEGINEXPLUATATION_AVG,property_normalized_numeric,candidate_predictor,feature,float32,float32,48.781019215572776,46.88987362547185,1.8911455901009262,285,175.0,False,,continuous,high,extreme,low,moderate,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
YEARS_BEGINEXPLUATATION_MEDI,property_normalized_numeric,candidate_predictor,feature,float32,float32,48.781019215572776,46.88987362547185,1.8911455901009262,245,169.0,False,,continuous,high,extreme,low,moderate,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
YEARS_BEGINEXPLUATATION_MODE,property_normalized_numeric,candidate_predictor,feature,float32,float32,48.781019215572776,46.88987362547185,1.8911455901009262,221,160.0,False,,continuous,high,extreme,low,moderate,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
YEARS_BUILD_AVG,property_normalized_numeric,candidate_predictor,feature,float32,float32,66.49778381911543,65.27572624322994,1.2220575758854864,149,130.0,False,,continuous,very_high,moderate,low,moderate,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
YEARS_BUILD_MEDI,property_normalized_numeric,candidate_predictor,feature,float32,float32,66.49778381911543,65.27572624322994,1.2220575758854864,151,129.0,False,,continuous,very_high,moderate,low,moderate,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
YEARS_BUILD_MODE,property_normalized_numeric,candidate_predictor,feature,float32,float32,66.49778381911543,65.27572624322994,1.2220575758854864,154,132.0,False,,continuous,very_high,high,low,moderate,True,high_missing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
bureau_active_annuity_amount_max,continuous_amount_numeric,candidate_predictor,feature,float32,float32,80.05079493091304,35.62284588872476,44.42794904218828,19214,14527.0,True,missing_gap_gt_20; extreme_missing;,continuous,extreme,extreme,moderate,high,True,high_missing; missing_gap_gt_20; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_active_annuity_amount_mean,continuous_amount_numeric,candidate_predictor,feature,float32,float32,80.05079493091304,35.62284588872476,44.42794904218828,26828,20527.0,True,missing_gap_gt_20; extreme_missing;,continuous,extreme,extreme,moderate,high,True,high_missing; missing_gap_gt_20; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_active_annuity_amount_sum,continuous_amount_numeric,candidate_predictor,feature,float32,float32,29.38463989906052,28.8835548990645,0.5010849999960207,25173,19337.0,False,,continuous,high,extreme,high,low,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_active_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,23,19.0,False,,discrete_count,moderate,high,low,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_active_credit_amount_max,continuous_amount_numeric,candidate_predictor,feature,float32,float32,29.38496509067968,28.887657968160184,0.4973071225194978,44479,10705.0,False,,continuous,high,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_active_credit_amount_mean,continuous_amount_numeric,candidate_predictor,feature,float32,float32,29.38496509067968,28.887657968160184,0.4973071225194978,99456,20194.0,False,,continuous,high,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
