feature,feature_category,model_feature_role,univariate_status,drop_now,next_stage,special_case_type,special_case_reason,special_next_action,special_validation_stage,numeric_section_review_flag,numeric_section_review_reason,universal_basic_review_flag,universal_basic_review_reason
bureau_annuity_to_credit_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; extreme_skew;,True,missing_gap_gt_20;
bureau_bad_debt_count,binary_flag,candidate_predictor,special_case_review,no,relationship_analysis,rare_or_near_constant_binary_flag | structured_missing_or_history_availability,almost_constant_binary_flag | possible_absence_of_history_or_unknown_record,keep_as_binary_candidate_and_validate_predictive_value_later | structured_missing_handling_candidate_later,bivariate_multivariate_and_modeling | feature_engineering_and_modeling,,,False,
bureau_bad_debt_ratio,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,zero_heavy; extreme_skew;,False,
bureau_bal_late_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_late_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; not_integer_like;,True,missing_gap_gt_20;
bureau_bal_late_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,zero_heavy; extreme_count_tail;,False,
bureau_bal_late_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_late_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; extreme_skew; high_outlier_burden;,True,missing_gap_gt_20;
bureau_bal_late_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; zero_heavy; extreme_skew;,True,missing_gap_gt_20;
bureau_bal_late_trend_12m_vs_old_max,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; extreme_skew; zero_heavy;,True,missing_gap_gt_20;
bureau_bal_late_trend_12m_vs_old_mean,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_late_trend_12m_vs_old_min,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_max_late_status_max,overdue_delay_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; has_late_delay_signal;,True,missing_gap_gt_20;
bureau_bal_max_late_status_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; extreme_skew;,True,missing_gap_gt_20;
bureau_bal_max_late_status_min,overdue_delay_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; has_late_delay_signal;,True,missing_gap_gt_20;
bureau_bal_month_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_month_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; not_integer_like;,True,missing_gap_gt_20;
bureau_bal_month_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,extreme_count_tail;,False,
bureau_bal_month_max_max,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; zero_special_value_review;,True,missing_gap_gt_20;
bureau_bal_month_max_mean,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; zero_special_value_review;,True,missing_gap_gt_20;
bureau_bal_month_max_min,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; zero_special_value_review;,True,missing_gap_gt_20;
bureau_bal_month_mean_max,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_month_mean_mean,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_month_mean_min,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_month_min_max,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_month_min_mean,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_month_min_min,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_month_span_max,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_month_span_mean,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_month_span_min,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_old_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_old_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; not_integer_like;,True,missing_gap_gt_20;
bureau_bal_old_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,extreme_count_tail;,False,
bureau_bal_old_late_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20;,True,missing_gap_gt_20;
bureau_bal_old_late_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; missing_gap_gt_20; not_integer_like;,True,missing_gap_gt_20;
bureau_bal_old_late_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,zero_heavy;,False,
